,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
1017,102.24089,1.26605,-100.51797,-0.63929,202.03438,-92.06881,Polskorgris,0.08460,0.07360,9.81202,2.46399,True,460.94546
1018,100.13995,-0.42660,-98.53956,-0.64802,199.92545,-90.58178,Polkagris,-0.72648,1.79772,10.40950,-1.10167,True,451.42998
1019,99.44207,0.03579,-101.37810,-0.65487,199.22232,-88.65211,Slängpolskorgris,-1.30918,-0.25616,12.54243,-1.24325,True,446.52131
1020,100.52831,0.44803,-99.10217,-0.62586,200.30977,-90.20009,Polkagris,-1.23914,-1.47562,13.16898,0.23629,True,453.09046
1021,99.03026,-1.16945,-96.53017,-0.67497,198.82594,-88.10335,Slängpolskorgris,-1.07557,-1.29732,10.12264,-0.76295,True,446.88621
1022,100.26788,-0.23265,-98.05564,-0.66310,200.06346,-88.98253,Polkagris,0.47501,-0.00031,8.82259,0.73424,True,452.31157
1023,99.33439,-0.66588,-97.66816,-0.63036,199.10492,-88.37846,Slängpolskorgris,-2.04594,0.97158,8.39507,-2.83099,True,447.83787
1024,99.18479,0.08494,-100.31406,-0.62341,198.96909,-91.97503,Slängpolskorgris,-0.97767,0.30161,10.60073,3.93747,True,445.76691
1025,103.30912,0.23012,-99.17816,-0.63065,203.10012,-89.39194,Polskorgris,-0.11282,-0.94489,9.82890,3.21865,True,466.95654
1026,100.50827,0.90436,-97.44480,-0.61870,200.30230,-92.43233,Polkagris,-0.63714,0.77644,11.78111,-1.98429,True,453.81893
1027,101.21769,0.09924,-105.31201,-0.67956,201.01715,-95.41806,Schottisgris,1.82289,-2.25468,11.55228,-4.87184,True,453.43245
1028,102.32638,0.52848,-101.56356,-0.70988,202.13332,-92.13983,Polskorgris,2.35580,-0.04364,11.07456,-2.02445,True,460.85013
1029,98.11233,0.47934,-96.03563,-0.63871,197.90042,-87.18871,Hambogris,0.92596,0.24306,8.27906,2.69466,True,442.54382
1030,100.66295,0.47083,-101.65169,-0.62534,200.46002,-89.48651,Polkagris,3.22789,2.09498,13.13424,-2.16007,True,452.48888
1031,99.60491,-1.00754,-98.30736,-0.62969,199.38841,-90.96070,Slängpolskorgris,0.94133,-0.38745,12.66893,-3.83976,True,448.87088
1032,102.29897,0.52701,-102.46886,-0.62503,202.09333,-91.62823,Polskorgris,-1.10845,0.07681,10.74763,0.65834,True,460.26044
1033,98.86706,-1.50860,-98.57010,-0.63520,198.65652,-90.14292,Hambogris,1.14113,1.06060,12.94496,4.19017,True,445.05024
1034,101.66795,0.81223,-91.22634,-0.64839,201.44673,-90.24557,Schottisgris,-1.13173,-1.27436,13.25717,0.84655,True,462.72658
1035,100.70494,1.15242,-100.71411,-0.62851,200.49377,-89.24432,Polkagris,-0.69490,-0.50433,13.50286,0.52024,True,453.16763
1036,98.20395,-1.19197,-97.47226,-0.59377,197.98302,-87.80315,Hambogris,-0.10495,-0.06525,12.48105,2.07407,True,442.28362
1037,99.93936,1.73832,-101.60106,-0.65907,199.73340,-90.56081,Slängpolskorgris,3.30871,-3.61875,9.87765,-1.31251,True,448.89626
1038,99.33861,-0.53887,-97.15084,-0.69872,199.14750,-91.59211,Slängpolskorgris,0.22534,-0.43647,11.20509,-2.57444,True,448.11763
1039,101.27318,-0.61252,-101.65459,-0.63369,201.04598,-92.09065,Schottisgris,-0.19002,1.28658,10.05599,1.18617,True,455.53861
1040,100.57809,0.65818,-102.62619,-0.68413,200.38040,-91.36329,Polkagris,1.74603,-1.61633,11.72606,-3.52585,True,451.57737
1041,99.82824,-0.02396,-108.04975,-0.68761,199.64320,-88.38394,Slängpolskorgris,-1.14303,0.69281,10.62677,2.68617,True,445.11632
1042,98.61847,0.48166,-93.42437,-0.67389,198.41373,-89.84301,Hambogris,-1.69463,-0.03937,9.58295,-3.07906,True,446.38018
1043,99.84580,0.63506,-100.52401,-0.70401,199.66269,-93.02276,Slängpolskorgris,-0.03864,-0.15442,9.63451,2.57220,True,448.96701
1044,99.71509,-0.59352,-98.67054,-0.66087,199.50934,-89.87137,Slängpolskorgris,1.40051,0.15594,11.18981,-0.72763,True,449.24021
1045,99.53939,-1.00642,-101.71055,-0.65007,199.32805,-91.21487,Slängpolskorgris,0.36533,0.09488,9.42649,1.60268,True,446.84167
1046,101.05981,0.28334,-102.62867,-0.64430,200.84026,-93.45311,Schottisgris,0.40738,-0.91935,12.63834,-1.47843,True,453.98471
1047,99.88332,-0.63659,-99.50774,-0.65951,199.67242,-91.44913,Slängpolskorgris,-0.46952,-1.60057,6.46258,0.87186,True,449.66271
1048,98.36650,-0.43477,-95.30300,-0.65619,198.17504,-88.77055,Hambogris,0.48378,2.19471,10.26548,1.03471,True,444.18102
1049,99.01095,1.50034,-97.42768,-0.62760,198.79978,-86.13107,Slängpolskorgris,-0.24061,-0.86190,10.10991,2.74853,True,446.34090
1050,99.83275,-0.69830,-99.27348,-0.61853,199.60290,-91.53602,Slängpolskorgris,-1.48844,-0.89349,12.95186,-1.40386,True,449.52701
1051,100.33940,-0.37966,-101.79658,-0.64226,200.12160,-93.03082,Polkagris,0.12531,-0.39626,10.66156,-3.76563,True,450.79869
1052,101.40934,0.17605,-104.81123,-0.62099,201.19766,-91.31069,Schottisgris,0.90239,0.41842,13.64034,1.80117,True,454.64110
1053,99.60709,0.64549,-95.17267,-0.68018,199.40444,-88.46048,Slängpolskorgris,-0.32891,-0.56723,10.60485,-1.37905,True,450.44912
1054,99.28021,-0.80688,-98.15695,-0.71215,199.08806,-89.10302,Slängpolskorgris,2.34807,-3.49930,12.68492,-1.89520,True,447.32257
1055,101.76955,-0.02656,-102.41133,-0.67658,201.57804,-91.79250,Schottisgris,-0.21396,0.10588,11.97307,3.70732,True,457.64207
1056,99.38951,0.72424,-101.30031,-0.68506,199.19342,-90.16546,Slängpolskorgris,0.20468,-2.90065,11.93315,-1.11412,True,446.29740
1057,101.58353,1.18969,-105.86314,-0.59883,201.36161,-91.75579,Schottisgris,-1.50392,0.20942,13.20008,1.21831,True,454.98610
1058,98.89975,1.52748,-102.59074,-0.64249,198.69300,-90.83336,Hambogris,0.21112,0.44497,9.76035,0.93621,True,443.20339
1059,99.65998,-0.33872,-95.85335,-0.66752,199.45341,-90.81319,Slängpolskorgris,1.06952,0.46815,10.61183,-1.72824,True,450.37324
1060,101.59391,0.10987,-102.68808,-0.65764,201.38138,-94.22409,Schottisgris,1.46246,-0.68433,12.41404,-2.26902,True,456.62551
1061,99.41477,0.82039,-98.27844,-0.65934,199.19621,-90.91804,Slängpolskorgris,1.12226,-0.50690,13.90911,0.20589,True,447.93465
1062,99.54062,-1.63260,-96.66253,-0.61755,199.31700,-90.28406,Slängpolskorgris,-0.05735,-2.22354,11.25629,-2.18186,True,449.37182
1063,100.48188,1.00964,-98.37439,-0.70548,200.29358,-90.17023,Polkagris,1.28069,-2.94238,10.96356,-3.60051,True,453.22221
1064,99.21483,0.05752,-98.15554,-0.65422,199.00212,-89.27972,Slängpolskorgris,-1.31971,-0.76039,9.89378,-4.00789,True,446.99639
1065,101.63667,0.58239,-96.84260,-0.66342,201.41950,-89.75730,Schottisgris,1.35179,1.27544,10.61783,-1.48642,True,459.76206
1066,100.06716,-0.88102,-106.86183,-0.65665,199.86009,-88.96288,Polkagris,-0.32560,-0.09115,11.58809,-3.54383,True,446.90489
1067,99.59401,-0.57459,-99.69457,-0.64181,199.37902,-89.90281,Slängpolskorgris,-0.68925,1.25531,11.38824,-0.26287,True,448.12278
1068,98.82483,0.04305,-97.95309,-0.71147,198.64916,-90.45463,Hambogris,0.21712,0.01481,13.69386,-2.31781,True,445.14759
1069,101.60155,1.03940,-97.88543,-0.65211,201.40384,-91.84725,Schottisgris,1.70500,1.43319,12.06831,-0.83882,True,459.06502
1070,98.68492,-0.76662,-95.03643,-0.65952,198.47549,-88.94089,Hambogris,-2.05057,2.41912,8.95212,-3.39531,True,445.90641
1071,100.50133,0.19080,-101.58156,-0.62329,200.28212,-92.61515,Polkagris,1.12336,1.71351,11.80775,0.44198,True,451.71585
1072,100.47731,-1.06324,-103.26936,-0.69599,200.28694,-90.53925,Polkagris,-0.39888,-0.30535,10.46718,1.28424,True,450.75189
1073,99.59081,0.27427,-95.67653,-0.62385,199.36685,-91.56800,Slängpolskorgris,-0.19609,1.24811,11.69977,-0.81695,True,450.11576
1074,101.51911,0.02309,-102.84945,-0.58479,201.29646,-91.50961,Schottisgris,0.47899,-0.06106,10.81924,1.81447,True,456.17085
1075,99.89344,-0.41813,-98.89356,-0.69960,199.70288,-89.95974,Slängpolskorgris,-1.48103,0.21072,13.12080,-2.26915,True,450.02043
1076,99.41540,0.66833,-99.20805,-0.71140,199.23761,-89.25177,Slängpolskorgris,-0.26812,-0.88988,11.58763,6.33278,True,447.47297
1077,99.89670,-0.45705,-100.19692,-0.63924,199.67910,-90.75701,Slängpolskorgris,-0.55467,-2.34034,11.82177,-1.46868,True,449.38502
1078,100.18667,0.22254,-105.66750,-0.63615,199.97228,-88.20815,Polkagris,0.81575,-0.44632,12.55139,-2.05529,True,448.09960
1079,99.58114,-0.39406,-96.28699,-0.62423,199.36593,-89.66936,Slängpolskorgris,1.27359,1.54515,14.42644,-2.55514,True,449.76222
1080,101.56175,0.44689,-99.35819,-0.61855,201.32912,-92.38309,Schottisgris,-1.11725,-2.17127,11.20695,-0.04938,True,458.12966
1081,100.97866,0.11649,-100.98275,-0.63098,200.77730,-92.53370,Polkagris,-0.23247,-1.71681,10.20002,-0.84584,True,454.40194
1082,100.13478,-0.23238,-97.75791,-0.59313,199.92106,-90.42547,Polkagris,0.03068,-0.36747,9.85931,2.04432,True,451.79494
1083,100.21945,0.19569,-103.01971,-0.68536,200.02213,-89.85350,Polkagris,-1.53544,-1.01444,12.60253,-3.34901,True,449.58740
1084,99.39631,0.87407,-97.09401,-0.62264,199.19103,-90.65652,Slängpolskorgris,1.80483,1.42735,11.60798,-1.12342,True,448.43455
1085,99.01904,0.81260,-98.14349,-0.61699,198.80081,-88.20656,Slängpolskorgris,0.72521,1.31692,11.77730,-1.84244,True,446.02347
1086,97.76598,-1.36369,-98.77109,-0.65842,197.55534,-87.59434,Hambogris,-2.22010,0.54488,11.84446,-0.26285,True,439.44433
1087,100.59587,-0.47634,-93.94646,-0.67259,200.39461,-91.27577,Polkagris,-1.13017,-0.19174,10.20184,-2.01223,True,456.00612
1088,100.68949,0.70339,-96.84352,-0.66935,200.49423,-92.56891,Polkagris,-0.93035,-0.72298,12.68494,3.72624,True,455.02566
1089,101.35833,0.09895,-102.80670,-0.70627,201.18898,-91.36710,Schottisgris,0.17359,-0.22137,10.53729,2.66077,True,455.38831
1090,100.51645,-0.48462,-101.41944,-0.69840,200.32461,-89.30109,Polkagris,0.23752,-0.39883,10.50467,-3.98874,True,451.87255
1091,99.10068,0.30376,-98.89269,-0.70562,198.90958,-88.20829,Slängpolskorgris,-2.56767,1.99827,9.96553,-2.08091,True,446.05705
1092,98.91869,-0.98893,-96.95398,-0.62719,198.71369,-90.10101,Hambogris,-1.45589,0.41019,12.75352,-1.25355,True,446.11645
1093,101.61682,1.64401,-106.74039,-0.67715,201.42126,-92.91063,Schottisgris,0.57494,-0.74364,10.48371,2.22524,True,454.71392
1094,99.54428,0.16362,-95.98474,-0.66948,199.34283,-87.39410,Slängpolskorgris,0.06403,-0.71559,10.10731,-0.71132,True,449.72904
1095,99.04696,-1.06644,-99.32544,-0.60925,198.82860,-90.53499,Slängpolskorgris,0.96774,0.55428,12.06728,2.19071,True,445.57208
1096,100.19047,0.11834,-97.47136,-0.70441,200.00199,-93.70601,Polkagris,0.60564,2.16284,10.16488,-1.84925,True,452.21667
1097,99.05075,-0.99690,-95.45671,-0.70103,198.86000,-90.80025,Slängpolskorgris,0.71207,-1.34159,10.78037,-1.94742,True,447.52540
1098,99.60378,0.16988,-98.20493,-0.58815,199.38851,-90.67567,Slängpolskorgris,0.42610,0.72670,11.74323,3.85796,True,448.91642
1099,101.30645,0.39748,-105.32360,-0.64562,201.08420,-92.38998,Schottisgris,-0.00058,0.71346,11.36845,-0.54423,True,453.87044
1100,99.63306,0.28807,-101.14924,-0.66167,199.42498,-90.41087,Slängpolskorgris,2.22240,-0.24565,12.48734,0.72969,True,447.59068
1101,100.40184,-0.25669,-103.34772,-0.59304,200.17508,-93.23096,Polkagris,0.99415,-0.16831,10.72818,4.05750,True,450.33533
1102,98.80495,-0.02046,-103.31421,-0.62904,198.60622,-88.72673,Hambogris,-0.93315,0.03259,12.03790,2.37067,True,442.36762
1103,100.41553,0.24268,-102.53778,-0.66387,200.21052,-94.12475,Polkagris,0.57947,-2.34322,9.58233,-3.42887,True,450.80878
1104,98.95051,-1.52152,-96.37770,-0.70781,198.76205,-88.46769,Hambogris,0.68524,-0.35549,10.45304,-1.94262,True,446.56369
1105,99.49286,-1.09577,-99.98243,-0.68059,199.29204,-89.81256,Slängpolskorgris,-2.59984,1.50467,10.33841,-1.32487,True,447.47308
1106,99.61960,-1.11283,-98.22805,-0.67755,199.43016,-89.57981,Slängpolskorgris,0.14117,-0.34168,8.63403,4.05297,True,448.98399
1107,99.16795,0.01551,-104.44745,-0.59684,198.95035,-92.08203,Slängpolskorgris,0.43710,1.08160,12.84928,2.34773,True,443.61603
1108,100.32559,0.12506,-95.03535,-0.62338,200.10654,-88.38834,Polkagris,1.37127,-0.34589,11.32655,-2.41609,True,454.11029
1109,100.62777,-0.08414,-102.07181,-0.70255,200.43750,-89.36488,Polkagris,1.98218,-0.06287,12.62357,-1.95640,True,452.10296
1110,101.59298,0.08151,-100.84397,-0.61867,201.36743,-93.44686,Schottisgris,0.23630,-0.27178,9.67954,-2.93998,True,457.54290
1111,101.28009,0.19640,-101.38194,-0.69824,201.10035,-90.23134,Schottisgris,0.38735,0.81119,12.40068,0.68652,True,455.70948
1112,98.69142,-0.77457,-99.39074,-0.64439,198.47351,-88.93987,Hambogris,0.47916,-0.81250,13.02275,-4.68645,True,443.76173
1113,99.39887,-0.19779,-96.13172,-0.61712,199.18586,-92.25092,Slängpolskorgris,-0.87720,-0.64224,11.35673,0.34819,True,448.92848
1114,100.18945,-0.01709,-97.71217,-0.65726,199.99966,-91.47505,Polkagris,0.99640,0.17671,11.00050,2.35300,True,452.09119
1115,99.90910,-0.62040,-103.95496,-0.62971,199.68336,-90.93449,Slängpolskorgris,1.80865,-2.71821,14.42689,-0.18483,True,447.56802
1116,100.78037,0.28598,-96.65213,-0.58090,200.54993,-91.08792,Polkagris,-0.97105,0.07971,10.21504,1.42775,True,455.57581
1117,101.22263,-0.03441,-99.83163,-0.71046,201.04249,-89.53191,Schottisgris,-0.35198,-0.38454,12.26415,3.21545,True,456.19734
1118,98.85813,-0.17289,-101.75166,-0.70197,198.68341,-90.82917,Hambogris,0.68283,-0.23167,10.50684,3.02433,True,443.41484
1119,100.51411,-1.12660,-99.51128,-0.64390,200.30224,-92.11371,Polkagris,0.00973,1.42695,10.90721,-2.92608,True,452.81492
1120,100.96542,0.56702,-95.65697,-0.66151,200.76590,-88.95734,Polkagris,0.16041,1.07435,12.11822,0.25246,True,456.99864
1121,99.47818,0.30816,-105.31215,-0.62863,199.25842,-88.58588,Slängpolskorgris,-0.42012,1.45552,13.18936,0.11048,True,444.73481
1122,100.64871,-0.83793,-100.33417,-0.66039,200.44510,-87.94585,Polkagris,0.04717,1.84390,10.78361,-3.37878,True,453.07645
1123,99.68206,0.86368,-102.28235,-0.65543,199.47623,-88.26743,Slängpolskorgris,-0.66867,-1.23688,11.86502,-1.42342,True,447.26910
1124,100.14873,0.09858,-103.29720,-0.68965,199.95812,-89.73339,Polkagris,-0.13729,0.32706,11.35460,3.07968,True,449.09503
1125,99.68349,-0.29575,-97.37023,-0.61907,199.46936,-89.21598,Slängpolskorgris,3.87913,2.31297,10.39192,-0.31902,True,449.73235
1126,99.80554,0.29076,-99.81558,-0.61641,199.59658,-91.90331,Slängpolskorgris,-1.97761,-0.59464,8.39125,1.25102,True,449.11993
1127,99.80048,-0.03434,-98.06647,-0.63565,199.58611,-90.77676,Slängpolskorgris,0.15319,-2.36238,13.77771,-6.49641,True,449.96916
1128,100.36258,-0.28100,-102.71154,-0.64344,200.14544,-92.41151,Polkagris,1.83585,2.20594,9.52683,3.04774,True,450.45714
1129,101.86556,0.86178,-109.71898,-0.65624,201.67154,-93.36678,Schottisgris,0.88196,-0.07730,10.29749,2.38677,True,454.46833
1130,99.98912,-0.40727,-97.79514,-0.61732,199.76121,-87.75339,Slängpolskorgris,-0.24748,1.24450,7.78655,2.06145,True,451.04804
1131,99.59668,0.38252,-95.03619,-0.62485,199.37594,-89.11379,Slängpolskorgris,0.42287,0.30543,13.72444,-1.13431,True,450.46531
1132,100.31498,1.43718,-103.84285,-0.63513,200.11053,-90.82690,Polkagris,1.57461,1.07991,12.41729,0.02456,True,449.65347
1133,100.41217,-0.66179,-96.65054,-0.61813,200.18889,-89.43399,Polkagris,-0.11235,-0.64251,12.86895,-2.38867,True,453.73556
1134,101.07600,0.68324,-95.69817,-0.66315,200.86679,-91.21518,Schottisgris,1.51491,1.20425,13.17514,0.65705,True,457.53091
1135,99.11029,0.01151,-101.40131,-0.64069,198.90589,-92.69354,Slängpolskorgris,-2.42880,-1.77711,9.26014,1.95043,True,444.85081
1136,99.20136,0.50607,-104.77223,-0.62209,198.97909,-91.74311,Slängpolskorgris,-2.45553,0.77965,13.74669,-0.30231,True,443.62069
1137,98.27940,-0.00633,-97.92846,-0.60315,198.06880,-87.04121,Hambogris,-0.60378,1.03112,9.61753,1.32321,True,442.43276
1138,100.75189,0.52289,-97.24387,-0.63803,200.54257,-89.94504,Polkagris,0.52487,0.25843,8.52851,1.47803,True,455.13753
1139,101.64695,0.27851,-98.76866,-0.66616,201.44077,-91.25676,Schottisgris,-0.69894,0.70345,11.38976,1.13853,True,458.85042
1140,98.50380,-0.17254,-98.36271,-0.64098,198.29194,-86.54520,Hambogris,-0.69210,-0.46127,11.10547,-0.25155,True,443.33767
1141,99.63575,-0.54897,-97.33394,-0.67412,199.43282,-90.82906,Slängpolskorgris,0.39548,0.23655,10.18333,-2.97740,True,449.51177
1142,99.80766,0.54632,-98.32119,-0.57811,199.59076,-88.49525,Slängpolskorgris,-0.55221,0.24611,10.83083,1.11717,True,449.87771
1143,99.59758,-0.08426,-98.37666,-0.64901,199.38905,-92.86890,Slängpolskorgris,0.80984,0.52081,11.28439,1.47965,True,448.79957
1144,99.51438,-0.86421,-95.61326,-0.66048,199.30951,-89.52633,Slängpolskorgris,0.25740,-2.07706,9.11858,-2.67549,True,449.76527
1145,100.04133,-0.58530,-99.62653,-0.69250,199.84138,-91.85148,Polkagris,3.06404,-1.57615,9.84744,-0.16287,True,450.39340
1146,98.98955,0.24747,-103.27840,-0.63318,198.79022,-90.03212,Hambogris,0.36248,-0.55661,9.42328,2.52377,True,443.30855
1147,100.74853,0.15950,-97.40734,-0.64050,200.54882,-89.87493,Polkagris,1.98630,-0.44116,8.68957,1.90967,True,455.03898
1148,97.26924,-0.39614,-98.78083,-0.61817,197.03991,-86.98229,Hambogris,1.00177,0.35274,11.15208,4.40605,True,436.95581
1149,100.90227,0.10133,-103.48869,-0.70414,200.70895,-91.07750,Polkagris,2.04873,0.49084,10.77176,-1.21402,True,452.76701
1150,100.52065,0.56028,-102.66363,-0.63834,200.31403,-90.10639,Polkagris,-1.18912,-0.56540,10.05342,1.25497,True,451.27145
1151,99.63040,0.20718,-102.80178,-0.63186,199.41246,-90.98359,Slängpolskorgris,0.83395,-2.91658,12.05339,0.02920,True,446.75113
1152,99.69640,-0.06740,-100.90824,-0.65163,199.48784,-90.53998,Slängpolskorgris,1.10707,0.57567,10.62985,-1.41315,True,448.02789
1153,100.17385,-0.68748,-105.95864,-0.63375,199.95291,-89.29174,Polkagris,1.55212,-1.09314,10.09285,-0.16805,True,447.88995
1154,101.49560,0.83513,-107.38996,-0.58446,201.26919,-92.00163,Schottisgris,0.57683,-0.66266,13.18650,5.72619,True,453.78300
1155,98.65918,0.10957,-94.94488,-0.66042,198.44779,-88.34888,Hambogris,0.00415,-1.86522,13.38605,-1.15997,True,445.82348
1156,100.02834,-1.00795,-105.01655,-0.65305,199.81360,-90.36233,Polkagris,0.45902,-0.49802,9.77843,-3.65762,True,447.63343
1157,99.39947,-0.06431,-98.52839,-0.65194,199.18279,-91.24772,Slängpolskorgris,0.74304,-0.29707,9.67307,-0.76067,True,447.73317
1158,97.31225,-1.61977,-98.73790,-0.64916,197.11252,-87.68621,Hambogris,0.18423,-1.27322,11.42922,1.73088,True,437.19232
1159,101.29790,0.61806,-107.24057,-0.62978,201.07994,-89.45473,Schottisgris,1.99059,0.67203,12.56669,-2.26928,True,452.86920
1160,99.64360,-1.08827,-97.21506,-0.62909,199.41972,-89.68336,Slängpolskorgris,-1.93255,2.77402,12.10972,-2.87114,True,449.61046
1161,101.77562,0.53835,-100.60051,-0.63683,201.57612,-91.92800,Schottisgris,-0.93740,-1.38911,8.35054,2.00487,True,458.57786
1162,102.54038,-0.04846,-104.08535,-0.64366,202.33931,-92.34350,Polskorgris,0.27710,2.59436,13.22384,-0.98052,True,460.65920
1163,99.97951,-0.24698,-101.61583,-0.68743,199.80091,-91.76794,Slängpolskorgris,-0.59318,0.25178,9.93394,-0.65184,True,449.08963
1164,101.06795,0.35945,-99.98754,-0.65447,200.86504,-89.46844,Schottisgris,-0.94352,2.04220,10.57302,0.52488,True,455.34600
1165,99.28649,-0.14504,-97.11252,-0.62593,199.08242,-88.65719,Slängpolskorgris,-0.48031,0.18067,12.23280,-1.30102,True,447.87620
1166,98.44459,0.48448,-99.02311,-0.66195,198.25588,-89.92280,Hambogris,-1.48831,0.14675,8.15394,1.11809,True,442.71138
1167,99.24894,0.10276,-101.80300,-0.64661,199.02719,-92.68523,Slängpolskorgris,0.67525,1.74463,12.93623,0.33686,True,445.34320
1168,100.60099,1.40795,-99.20708,-0.64366,200.40111,-87.48249,Polkagris,0.88734,-0.59124,11.09639,1.89459,True,453.40139
1169,99.87701,-1.03023,-96.82394,-0.58815,199.65880,-91.71729,Slängpolskorgris,0.17855,-1.73680,10.28900,5.93909,True,450.97310
1170,101.33614,-0.42061,-102.27279,-0.66364,201.12663,-91.86487,Schottisgris,1.38269,0.54989,10.48017,-1.42024,True,455.54429
1171,100.50531,0.48655,-99.13358,-0.68380,200.30831,-89.51223,Polkagris,-0.76139,3.26175,9.41397,-0.75370,True,452.95975
1172,99.88541,0.50415,-101.09016,-0.63473,199.66895,-90.02037,Slängpolskorgris,-0.23507,0.52100,11.92776,-0.23248,True,448.88195
1173,99.53866,0.09880,-102.16743,-0.69724,199.35242,-89.17889,Slängpolskorgris,0.15697,-0.54817,11.26647,0.76461,True,446.60960
1174,101.08649,0.65592,-103.51591,-0.66748,200.89930,-90.35309,Schottisgris,0.01125,-0.22801,10.70788,1.74368,True,453.67448
1175,100.17917,0.35234,-100.91460,-0.65390,199.96911,-90.31618,Polkagris,0.29185,0.23867,11.56554,-3.20899,True,450.43857
1176,98.60424,0.45037,-96.55103,-0.66205,198.40501,-89.10228,Hambogris,-0.26477,2.33788,10.54304,-0.39596,True,444.74568
1177,99.27556,-0.10009,-95.59319,-0.61723,199.05642,-90.22410,Slängpolskorgris,1.25624,0.70539,10.45538,2.91638,True,448.58123
1178,99.55451,0.02946,-106.98723,-0.60177,199.33167,-87.04564,Slängpolskorgris,0.60347,-1.47561,10.51004,2.75000,True,444.27892
1179,99.58871,0.16953,-103.56716,-0.65274,199.37799,-88.51918,Slängpolskorgris,0.63409,0.21674,12.71102,-0.48192,True,446.15995
1180,100.64133,0.88330,-99.93420,-0.69656,200.45962,-90.32240,Polkagris,-0.16251,0.49462,10.60730,1.46813,True,453.23953
1181,100.62868,-0.13480,-97.47963,-0.61652,200.40387,-89.64198,Polkagris,2.76660,-3.64004,11.49515,0.26273,True,454.40358
1182,99.31958,0.09863,-102.51200,-0.63128,199.09507,-90.87568,Slängpolskorgris,-1.23390,-2.10711,12.11670,-2.31733,True,445.34188
1183,99.23066,-0.45579,-98.95545,-0.62430,199.00709,-89.26636,Slängpolskorgris,-2.17821,-0.45205,10.10988,-2.18204,True,446.67559
1184,99.43992,-0.18735,-98.16097,-0.66310,199.23945,-88.98836,Slängpolskorgris,0.44288,-0.75184,11.52614,1.14330,True,448.11914
1185,100.79505,0.02271,-101.77003,-0.61717,200.57001,-92.31210,Polkagris,-0.66265,-2.49964,11.56016,-1.21710,True,453.09023
1186,99.92875,-0.43152,-100.54467,-0.65892,199.73352,-90.47381,Slängpolskorgris,-1.12007,0.37642,9.44701,1.49732,True,449.37144
1187,100.15400,-0.65932,-94.80470,-0.61892,199.94739,-90.82563,Polkagris,0.14137,-0.55706,10.26261,1.12992,True,453.36763
1188,100.87136,-0.10983,-101.35312,-0.64771,200.66872,-91.88831,Polkagris,-0.22257,-0.94561,12.05486,3.77038,True,453.68025
1189,99.50339,-0.09841,-106.14284,-0.66903,199.29883,-90.07371,Slängpolskorgris,-1.45188,1.28552,11.31951,-4.10669,True,444.44551
1190,99.23405,0.22625,-95.74686,-0.71274,199.04280,-91.86384,Slängpolskorgris,-1.34021,-0.02950,12.34684,-2.76164,True,448.29681
